scenarios,rating,goal,gpt-4_1-annotated_results,claude-3_7-annotated_results,golden_label
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
2 out of 3 hearts
Question:
If George wanted to make Henry feel good, but not necessarily give informative feedback,
What would George be most likely to say?
'Response: ' I think your app is really great!",2,social,"Politeness marker: I think
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: really great
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)","Politeness marker: I think
Politeness strategy:
1. Negative Politeness + Question, hedge

Politeness marker: really great
Politeness strategy:
1. Positive Politeness + Exaggerate interest, approval, sympathy","Politeness marker: I think
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: really great
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
2 out of 3 hearts
Question:
If George wanted to make Henry feel good, but not necessarily give informative feedback,
What would George be most likely to say?
'Response: 'It was good.",2,social,"Politeness marker: good
Politeness strategy:

1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)","Politeness marker: It was good.
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)","Politeness marker: good
Politeness strategy:

1. Positive Politeness - Positive Lexicon"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
2 out of 3 hearts
Question:
If George wanted to make Henry feel good, but not necessarily give informative feedback,
What would George be most likely to say?
'Response: 'I enjoyed the app, good job.",2,social,"Politeness marker: I enjoyed the app
Politeness strategy:
1. Positive Politeness - Positive Lexicon (enjoyed)

Politeness marker: good job
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy (good job)","Politeness marker: I enjoyed the app
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: good job
Politeness strategy:
1. Positive Politeness + Exaggerate interest, approval, sympathy","Politeness marker: I enjoyed the app
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
2 out of 3 hearts
Question:
If George wanted to make Henry feel good, but not necessarily give informative feedback,
What would George be most likely to say?
'Response: 'It's great!",2,social,"Politeness marker: It's great!
Politeness strategy:
1. Positive Politeness + Positive Lexicon (great)","Politeness marker: It's great!
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Exaggerate interest, approval, sympathy","Politeness marker: It's great!
Politeness strategy:
1. Positive Politeness + Positive Lexicon (great)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
2 out of 3 hearts
Question:
What would George be most likely to say?
'Response: 'Your app is pretty good, I like how it turned out.",2,default,"Politeness marker: pretty good
Politeness strategy:
1. Off-record (Understate)

Politeness marker: I like how it turned out
Politeness strategy:
1. Positive politeness (Positive Lexicon)","Politeness marker: pretty good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: I like
Politeness strategy:
1. Positive Politeness - Notice, attend to hearer's interests, wants, needs
2. Positive Politeness - Positive Lexicon (positive sentiment, optimism)","Politeness marker: pretty good
Politeness strategy:
1. Positive Politeness - Positive Lexicon"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
2 out of 3 hearts
Question:
What would George be most likely to say?
'Response: 'Your app is pretty good, but there's room for improvement.",2,default,"Politeness marker: pretty good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: but there's room for improvement
Politeness strategy:
1. Off-Record - Understate","Politeness marker: pretty good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: but there's room for improvement
Politeness strategy:
1. Negative Politeness - Hedge
2. Off-Record - Understate","Politeness marker: pretty good
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: but there's room for improvement
Politeness strategy:
1. Negative Politeness - Question, hedge
2. Negative Politeness - Impersonalize speaker and hearer"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
2 out of 3 hearts
Question:
What would George be most likely to say?
'Response: ' My overall impression is that it is decent, but there are some improvements needed to make it really great.",2,default,"Politeness marker: decent
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: some improvements needed
Politeness strategy:
1. Off-Record + Understate

Politeness marker: really great
Politeness strategy:
1. Positive Politeness + Exaggerate interest, approval, sympathy","Politeness marker: decent
Politeness strategy:
1. Positive Politeness - Avoid disagreement

Politeness marker: some improvements needed
Politeness strategy:
1. Negative Politeness - Minimize the imposition
2. Negative Politeness - Hedge

Politeness marker: to make it really great
Politeness strategy:
1. Positive Politeness - Be optimistic
2. Positive Politeness - Positive Lexicon","Politeness marker: decent
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
2 out of 3 hearts
Question:
What would George be most likely to say?
'Response: 'Your app is great to use and holds real potential.",2,default,"Politeness marker: great to use
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: holds real potential
Politeness strategy:
1. Positive Politeness - Be optimistic","Politeness marker: great
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: real potential
Politeness strategy:
1. Positive Politeness + Be optimistic
2. Positive Politeness + Positive Lexicon (positive sentiment, optimism)","Politeness marker: great to use
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: holds real potential
Politeness strategy:
1. Positive Politeness - Be optimistic"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
2 out of 3 hearts
Question:
What would George be most likely to say?
'Response: 'It's a good app! I think I have a couple of suggestions if you're interested.",2,default,"Politeness marker: It's a good app!
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: I think
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: if you're interested
Politeness strategy:
1. Negative Politeness - Be conventionally indirect","Politeness marker: It's a good app!
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: I think
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: if you're interested
Politeness strategy:
1. Negative Politeness - Minimize the imposition
2. Negative Politeness - Be conventionally indirect","Politeness marker: It's a good app!
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: I think
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: if you're interested
Politeness strategy:
1. Negative Politeness - Minimize the imposition
2. Negative Politeness - Be conventionally indirect"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
2 out of 3 hearts
Question:
What would George be most likely to say?
'Response: 'The design looks good. I would suggest changing a few areas to make it function better, but overall it looks good.",2,default,"Politeness marker: looks good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (good)

Politeness marker: I would suggest
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (would)

Politeness marker: overall it looks good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (good)","Politeness marker: looks good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: I would suggest
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could/would)
2. Negative Politeness - Question, hedge

Politeness marker: overall it looks good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Avoid disagreement","Politeness marker: looks good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: I would suggest
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could/would)
2. Negative Politeness - Question, hedge"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to BOTH make Henry feel good AND give accurate and informative feedback,
What would George be most likely to say?
'Response: 'Your app is excellent - the interface is intuitive and the features work seamlessly together!",3,both,"Politeness marker: excellent
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: intuitive
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: work seamlessly together
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)","Politeness marker: excellent
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: intuitive
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: seamlessly
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)","Politeness marker: excellent
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: intuitive
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: seamlessly
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to BOTH make Henry feel good AND give accurate and informative feedback,
What would George be most likely to say?
'Response: 'Your app is amazing, Henry! It's well-designed and very impressive, but you could consider adding [specific suggestion] to make it even better.",3,both,"Politeness marker: amazing
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: Henry!
Politeness strategy:
1. Positive Politeness - Use in-group identity markers

Politeness marker: you could consider adding [specific suggestion] to make it even better
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could)
2. Positive Politeness - Be optimistic (even better)","Politeness marker: Your app is amazing, Henry!
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness + Exaggerate interest, approval, sympathy

Politeness marker: It's well-designed and very impressive
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: you could consider adding [specific suggestion] to make it even better
Politeness strategy:
1. Negative Politeness + Counterfactual modal forms (could/would)
2. Negative Politeness + Question, hedge","Politeness marker: amazing
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: Henry!
Politeness strategy:
1. Positive Politeness - Use in-group identity markers

Politeness marker: you could consider adding [specific suggestion] to make it even better
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to BOTH make Henry feel good AND give accurate and informative feedback,
What would George be most likely to say?
'Response: ' The app was of excellent design and also suggest potential features for further improvement!",3,both,"Politeness marker: excellent
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: suggest potential features for further improvement
Politeness strategy:
1. Positive Politeness - Give or ask for reasons (give reasons for suggestions)
2. Positive Politeness - Notice, attend to hearer’s interests, wants, needs (attending to Henry’s desire for improvement)","Politeness marker: excellent
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: suggest potential features for further improvement
Politeness strategy:
1. Positive Politeness - Avoid disagreement
2. Negative Politeness - Minimize the imposition","Politeness marker: excellent
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to BOTH make Henry feel good AND give accurate and informative feedback,
What would George be most likely to say?
'Response: 'You did a great job, it works great and there weren't any bugs.",3,both,"Politeness marker: great job
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: works great
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)","Politeness marker: You did a great job
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness + Exaggerate interest, approval, sympathy

Politeness marker: it works great
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: there weren't any bugs
Politeness strategy:
1. Positive Politeness + Be optimistic","Politeness marker: great job
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: works great
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to BOTH make Henry feel good AND give accurate and informative feedback,
What would George be most likely to say?
'Response: 'Your mobile app is excellent, henry! It's super easy to navigate through and I think a lot of people will enjoy it! Keep doing what you're doing and just make little improvements as you learn more!",3,both,"Politeness marker: excellent
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: super easy to navigate
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: I think a lot of people will enjoy it
Politeness strategy:
1. Positive Politeness - Be optimistic","Politeness marker: excellent
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: super easy to navigate
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: Keep doing what you're doing
Politeness strategy:
1. Positive Politeness - Be optimistic","Politeness marker: excellent
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: Keep doing what you're doing
Politeness strategy:
1. Positive Politeness - Be optimistic"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to BOTH make Henry feel good AND give accurate and informative feedback,
What would George be most likely to say?
'Response: 'It was a great app and one I would enjoy using and telling my friends about it.",3,both,"Politeness marker: great
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: I would enjoy using
Politeness strategy:
1. Positive Politeness - Intensify interest in hearer

Politeness marker: telling my friends about it
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy","Politeness marker: great
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: I would enjoy using
Politeness strategy:
1. Positive Politeness - Assert speaker's knowledge of hearer's wants
2. Positive Politeness - Be optimistic

Politeness marker: telling my friends about it
Politeness strategy:
1. Positive Politeness - Offer, promise
2. Positive Politeness - Give gifts to hearer (sympathy, understanding, cooperation)","Politeness marker: great
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: I would enjoy using
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to give as accurate and informative feedback as possible, but not necessarily make Henry feel good,
What would George be most likely to say?
'Response: 'Your app is excellent - the interface is intuitive and the functionality is very well implemented.",3,informative,"Politeness marker: excellent
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: intuitive
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: very well implemented
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)","Politeness marker: excellent
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: intuitive
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: very well implemented
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)","Politeness marker: excellent
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: intuitive
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: very well implemented
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to give as accurate and informative feedback as possible, but not necessarily make Henry feel good,
What would George be most likely to say?
'Response: 'Your app is excellent and very well-designed.",3,informative,"Politeness marker: excellent
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: very well-designed
Politeness strategy:
1. Positive Politeness + Exaggerate interest, approval, sympathy","Politeness marker: excellent
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: very well-designed
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)","Politeness marker: excellent
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: very well-designed
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to give as accurate and informative feedback as possible, but not necessarily make Henry feel good,
What would George be most likely to say?
'Response: ' I liked your app a lot, but there were also a few things that could be improved.",3,informative,"Politeness marker: I liked your app a lot
Politeness strategy:
1. Positive Politeness - Positive Lexicon (liked, a lot)

Politeness marker: there were also a few things that could be improved
Politeness strategy:
1. Off-Record - Understate (a few things that could be improved)","Politeness marker: I liked your app a lot
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: but there were also a few things
Politeness strategy:
1. Negative Politeness - Question, hedge
2. Negative Politeness - Minimize the imposition

Politeness marker: that could be improved
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could/would)
2. Off-Record - Be vague","Politeness marker: I liked your app a lot
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: but there were also a few things
Politeness strategy:
1. Negative Politeness - Question, hedge
3. Negative Politeness - Impersonalize speaker and hearer

Politeness marker: that could be improved
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could/would)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to give as accurate and informative feedback as possible, but not necessarily make Henry feel good,
What would George be most likely to say?
'Response: 'This is a solid and complete app.",3,informative,"Politeness marker: solid and complete
Politeness strategy:

1. Positive Politeness + Positive Lexicon (solid, complete)","Politeness marker: This is a solid and complete app.
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)","Politeness marker: This is a solid and complete app.
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to give as accurate and informative feedback as possible, but not necessarily make Henry feel good,
What would George be most likely to say?
'Response: 'The mobile app was great and it exceeded my expectations!",3,informative,"Politeness marker: great
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: exceeded my expectations
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy","Politeness marker: great
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: exceeded my expectations
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy","Politeness marker: great
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: exceeded my expectations
Politeness strategy:
1. Positive Politeness - Positive Lexicon"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to give as accurate and informative feedback as possible, but not necessarily make Henry feel good,
What would George be most likely to say?
'Response: 'It's the best new thing in silicon valley, so work harder and get on forbes no time for laughs and giggles.",3,informative,"Politeness marker: the best new thing in silicon valley
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: get on forbes
Politeness strategy:
1. Positive Politeness - Be optimistic

Politeness marker: no time for laughs and giggles
Politeness strategy:
1. Bald-on-Record - Factuality (direct assertions, less polite)","Politeness marker: It's the best new thing in silicon valley
Politeness strategy:
1. Positive Politeness + Exaggerate interest, approval, sympathy

Politeness marker: so work harder
Politeness strategy:
1. Bald-on-Record + Direct commands (imperatives)

Politeness marker: get on forbes
Politeness strategy:
1. Bald-on-Record + Direct commands (imperatives)","Politeness marker: It's the best new thing in silicon valley
Politeness strategy:
1. Positive Politeness + Exaggerate interest, approval, sympathy"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to make Henry feel good, but not necessarily give informative feedback,
What would George be most likely to say?
'Response: 'Your app is absolutely fantastic!",3,social,"Politeness marker: absolutely fantastic
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy","Politeness marker: absolutely fantastic
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy","Politeness marker: absolutely fantastic
Politeness strategy:
1. Positive Politeness - Positive Lexicon"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to make Henry feel good, but not necessarily give informative feedback,
What would George be most likely to say?
'Response: 'Your app is amazing, I really love it!",3,social,"Politeness marker: amazing
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: I really love it
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy","Politeness marker: amazing
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: I really love it
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy
2. Positive Politeness - Intensify interest in hearer","Politeness marker: amazing
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to make Henry feel good, but not necessarily give informative feedback,
What would George be most likely to say?
'Response: 'I really love your app, and it's amazing!",3,social,"Politeness marker: I really love your app
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: it's amazing
Politeness strategy:
1. Positive Politeness - Positive Lexicon","Politeness marker: I really love
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness + Exaggerate interest, approval, sympathy

Politeness marker: it's amazing
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness + Exaggerate interest, approval, sympathy","Politeness marker: I really love
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: it's amazing
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to make Henry feel good, but not necessarily give informative feedback,
What would George be most likely to say?
'Response: 'I loved your app. I think I would use it often.",3,social,"Politeness marker: I loved your app.
Politeness strategy:
1. Positive Politeness - Positive Lexicon (loved)

Politeness marker: I think
Politeness strategy:
1. Negative Politeness - Question, hedge (I think)

Politeness marker: I would use it often.
Politeness strategy:
1. Positive Politeness - Be optimistic (would use it often)","Politeness marker: I loved your app
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: I think
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: I would use it often
Politeness strategy:
1. Positive Politeness - Be optimistic
2. Negative Politeness - Counterfactual modal forms (could/would)","Politeness marker: I loved your app
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: I think
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: I would use it often
Politeness strategy:
2. Negative Politeness - Counterfactual modal forms (could/would)"
"Scenario:
Imagine that Henry designed a mobile app, but he didn't know how good it was. Henry approached George, who knows a lot about mobile apps, and asked ""How was my app?""
Rating:
Here's how George actually felt about Henry's app:
3 out of 3 hearts
Question:
If George wanted to make Henry feel good, but not necessarily give informative feedback,
What would George be most likely to say?
'Response: 'The app was amazing,  I would definitely use it in the future and recommend it to family and friends.",3,social,"Politeness marker: amazing  
Politeness strategy:  
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: I would definitely use it in the future  
Politeness strategy:  
1. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: recommend it to family and friends  
Politeness strategy:  
1. Positive Politeness - Exaggerate interest, approval, sympathy","Politeness marker: amazing
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: I would definitely use it in the future
Politeness strategy:
1. Positive Politeness - Be optimistic
2. Positive Politeness - Offer, promise

Politeness marker: recommend it to family and friends
Politeness strategy:
1. Positive Politeness - Offer, promise
2. Positive Politeness - Intensify interest in hearer","Politeness marker: amazing
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: I would definitely use it in the future
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could/would)

Politeness marker: recommend it to family and friends
Politeness strategy:
1. Positive Politeness - Intensify interest in hearer"
